Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,17/18_Q4_Mar,0.14754077
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q1_Apr,0.133912588
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q1_May,0.148903624
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q1_Jun,0.146132998
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q2_Jul,0.148195728
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q2_Aug,0.146278872
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q2_Sep,0.139216519
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q3_Oct,0.149160294
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q3_Nov,0.13860466
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q3_Dec,0.149757051
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q4_Jan,0.14478117
Consumer Market,Non Sandesh Brand 8,Broadband,Cheetah,Footprint,Competitor Footprint - Cheetah - Total Home Passsed,Consumer MarketNon Sandesh Brand 8BroadbandCheetahCompetitor Footprint - Cheetah - Total Home Passsed,Number,18/19_Q4_Feb,0.148650244
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q1_Apr,0.224242692
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q1_May,0.225888503
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q1_Jun,0.473683977
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q2_Jul,0.244259701
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q2_Aug,0.498410098
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q2_Sep,0.477011819
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q3_Oct,0.4948242
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q3_Nov,0.061801749
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q3_Dec,0.520009248
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q4_Jan,0.222518903
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Brand,ConsumerSandesh Brand 1BroadbandAllBrand,Â£m,18/19_Q4_Feb,0.492265778
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q1_Apr,0.028578368
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q1_May,0.049068282
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q1_Jun,0.13807387
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q2_Jul,0.026782895
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q2_Aug,0.035411114
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q2_Sep,0.07679426
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q3_Oct,0.146615727
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q3_Nov,0.015133526
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q3_Dec,0.149001166
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q4_Jan,0.003319256
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q4_Feb,0.243099043
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,14/15_Q4_Mar,0.133033899
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q1_Apr,0.240670624
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q1_May,0.138584936
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q1_Jun,0.143429628
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q2_Jul,0.00576711
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q2_Aug,0.086682201
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q2_Sep,0.016475239
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q3_Oct,0.053760163
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q3_Nov,0.033682404
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q3_Dec,0.081165323
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q4_Jan,0.079227267
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q4_Feb,0.003356281
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,15/16_Q4_Mar,0.147768623
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q1_Apr,0.12623831
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q1_May,0.049812546
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q2_Jun,0.124323765
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q2_Jul,0.003231743
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q2_Aug,0.136472159
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q2_Sep,0.214743155
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q3_Oct,0.08546678
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q3_Nov,0.141409862
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q3_Dec,0.019467659
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q4_Jan,0.207889831
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q4_Feb,0.082427437
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,16/17_Q4_Mar,0.097342668
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q1_Apr,0.129950738
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q1_May,0.002393051
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q1_Jun,0.178672389
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q2_Jul,0.012543462
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q2_Aug,0.147305941
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q2_Sep,0.074773766
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q3_Oct,0.144675082
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q3_Nov,0.215514627
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q3_Dec,0.044600494
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q4_Jan,0.131146601
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q4_Feb,0.128083207
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,17/18_Q4_Mar,0.135813392
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q1_Apr,0.039383594
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q1_May,0.227899577
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q1_Jun,0.100102135
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q2_Jul,0.181349483
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q2_Aug,0.14905252
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q2_Sep,0.063418168
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q3_Oct,0.147420952
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q3_Nov,0.083406085
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q3_Dec,0.234377893
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q4_Jan,0.134126594
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Awareness,ConsumerSandesh Brand 1BroadbandAllBroadband Awareness,Â£m,18/19_Q4_Feb,0.186774685
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q1_Apr,0.101939042
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q1_May,0.130273359
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q1_Jun,0.144166477
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q2_Jul,0.105785561
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q2_Aug,0.120069299
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q2_Sep,0.109936363
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q3_Oct,0.10643101
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q3_Nov,0.142273824
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q3_Dec,0.094399349
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q4_Jan,0.099134945
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q4_Feb,0.142957639
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,14/15_Q4_Mar,0.150413929
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q1_Apr,0.144293673
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q1_May,0.144057536
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q1_Jun,0.140814915
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q2_Jul,0.105922434
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q2_Aug,0.105392549
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q2_Sep,0.142703879
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q3_Oct,0.140108283
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q3_Nov,0.105779012
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q3_Dec,0.120878763
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q4_Jan,0.139474649
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q4_Feb,0.102599487
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,15/16_Q4_Mar,0.141298613
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q1_Apr,0.140260719
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q1_May,0.104592026
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q2_Jun,0.101387777
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q2_Jul,0.100396637
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q2_Aug,0.129925092
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q2_Sep,0.14927539
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q3_Oct,0.105047129
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q3_Nov,0.142483989
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q3_Dec,0.142417639
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q4_Jan,0.102239595
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q4_Feb,0.140517135
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,16/17_Q4_Mar,0.098504825
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q1_Apr,0.138808378
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q1_May,0.09933688
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q1_Jun,0.141379774
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q2_Jul,0.137729254
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q2_Aug,0.12618765
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q2_Sep,0.150851294
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q3_Oct,0.11527761
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q3_Nov,0.137074009
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q3_Dec,0.149904377
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q4_Jan,0.141549233
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q4_Feb,0.111067441
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,17/18_Q4_Mar,0.138537674
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q1_Apr,0.110808129
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q1_May,0.155495768
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q1_Jun,0.103098617
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q2_Jul,0.14117768
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q2_Aug,0.141712878
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q2_Sep,0.139373548
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q3_Oct,0.152060498
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q3_Nov,0.098550218
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q3_Dec,0.10175935
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q4_Jan,0.139694976
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,Broadband Direct,ConsumerSandesh Brand 1BroadbandAllBroadband Direct,Â£m,18/19_Q4_Feb,0.13937769
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q1_Apr,0.020207944
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q1_May,0.013204311
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q1_Jun,0.057873011
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q2_Jul,0.018804691
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q2_Aug,0.011497811
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q2_Sep,0.030518646
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q3_Oct,0.11174985
Consumer,Sandesh Brand 1,Broadband,All,Marketing spend,TV Proposition,ConsumerSandesh Brand 1BroadbandAllTV Proposition,Â£m,14/15_Q3_Nov,0.128928082
